Time,stamp.secs,stamp.nsecs,left,right
1609131335.7162485,1609131335,713963031,-7.0,4.0
1609131335.8096006,1609131335,809106111,-7.0,4.0
1609131335.9062705,1609131335,905472040,-7.0,4.0
1609131336.000179,1609131335,999111890,-7.0,4.0
1609131336.1106243,1609131336,108978986,-7.0,4.0
1609131336.20526,1609131336,204201936,-7.0,4.0
1609131336.3132012,1609131336,311371088,-6.0,4.0
1609131336.423334,1609131336,421449899,-6.0,4.0
1609131336.522442,1609131336,520235061,-6.0,4.0
1609131336.6148164,1609131336,614336013,-7.0,4.0
1609131336.7105923,1609131336,709595918,-7.0,4.0
1609131336.8159392,1609131336,814888954,-7.0,4.0
1609131336.908125,1609131336,907074928,-7.0,4.0
1609131337.0044703,1609131337,3353118,-7.0,4.0
1609131337.1108947,1609131337,110398054,-6.0,2.0
1609131337.2178485,1609131337,215121030,-6.0,2.0
1609131337.320762,1609131337,317866086,-6.0,2.0
1609131337.4132435,1609131337,412648916,0.0,0.0
1609131337.515467,1609131337,513326883,0.0,0.0
1609131337.6026337,1609131337,601718902,0.0,0.0
1609131337.7094643,1609131337,707665920,0.0,0.0
1609131337.8053668,1609131337,804568052,0.0,0.0
1609131337.8998303,1609131337,897893905,0.0,0.0
1609131338.0061066,1609131338,4656076,0.0,0.0
1609131338.1042588,1609131338,102668046,0.0,0.0
1609131338.211109,1609131338,210016965,0.0,0.0
1609131338.3082623,1609131338,305496931,0.0,0.0
1609131338.4127612,1609131338,410722017,0.0,0.0
1609131338.5214038,1609131338,518469095,0.0,0.0
1609131338.6134624,1609131338,611248970,0.0,0.0
1609131338.7145863,1609131338,714106082,0.0,0.0
1609131338.823841,1609131338,823052883,0.0,0.0
1609131338.9191792,1609131338,916872024,0.0,0.0
1609131339.0107334,1609131339,9144067,0.0,0.0
1609131339.1092818,1609131339,108501911,0.0,0.0
1609131339.2130768,1609131339,211715936,0.0,0.0
1609131339.3080087,1609131339,307385921,0.0,0.0
1609131339.4162226,1609131339,415152072,0.0,0.0
1609131339.5163956,1609131339,514902114,0.0,0.0
1609131339.6195095,1609131339,616111040,0.0,0.0
1609131339.725277,1609131339,722783088,0.0,0.0
1609131339.8227634,1609131339,821434020,0.0,0.0
1609131339.920876,1609131339,919329881,0.0,0.0
1609131340.0158641,1609131340,14231920,0.0,0.0
1609131340.1117556,1609131340,110770940,0.0,0.0
1609131340.2101123,1609131340,208348989,0.0,0.0
1609131340.3089566,1609131340,308298110,0.0,0.0
1609131340.410936,1609131340,410454034,0.0,0.0
1609131340.5106397,1609131340,509152889,0.0,0.0
1609131340.6126387,1609131340,612131118,0.0,0.0
1609131340.7105656,1609131340,708676099,0.0,0.0
1609131340.808766,1609131340,807555913,0.0,0.0
1609131340.9093142,1609131340,908775091,0.0,0.0
1609131340.9969876,1609131340,996175050,0.0,0.0
1609131341.107968,1609131341,107099056,0.0,0.0
1609131341.2098296,1609131341,208897113,0.0,0.0
1609131341.31163,1609131341,309770107,0.0,0.0
1609131341.4071703,1609131341,406685113,0.0,0.0
1609131341.5078766,1609131341,506530046,0.0,0.0
